Entity,Code,Year,Social Expenditure %GDP - (OWID extrapolated series),Social Expenditure %GDP - OECD (1985),Social Expenditure %GDP - OECD (SOCX),Social Expenditure %GDP - Lindert_Historical (2004),Social Expenditure %GDP - Lindert_OECD_Old (2004),Social Expenditure %GDP - Lindert_OECD_New (2004)
Italy,ITA,1976,17.25647171,21.08555634,,,,
Italy,ITA,1977,16.63989902,20.33217068,,,,
Italy,ITA,1978,18.00924475,22.0053642,,,,
Italy,ITA,1979,17.3667989,21.22036433,,,,
Italy,ITA,1980,17.379,21.23527276,17.379,,21.24,17.1
Italy,ITA,1985,20.113,,20.113,,,
Italy,ITA,1990,20.652,,20.652,,,21.34
Italy,ITA,1995,20.957,,20.957,,,23.71
Italy,ITA,2000,22.637,,22.637,,,
Italy,ITA,2005,24.095,,24.095,,,
Italy,ITA,2010,27.629,,27.629,,,
Italy,ITA,2013,28.619,,28.619,,,
Italy,ITA,2014,28.972,,28.972,,,
Italy,ITA,2015,28.917,,28.917,,,
Italy,ITA,2016,28.871,,28.871,,,
Italy,ITA,1981,,22.54747072,,,,
Japan,JPN,1880,0.05,,,0.05,,
Japan,JPN,1890,0.11,,,0.11,,
Japan,JPN,1900,0.17,,,0.17,,
Japan,JPN,1910,0.18,,,0.18,,
Japan,JPN,1920,0.18,,,0.18,,
Japan,JPN,1930,0.21,,,0.21,,
Japan,JPN,1960,3.470812182,4.046461713,,,4.05,
Japan,JPN,1961,3.925302951,4.576331784,,,,
Japan,JPN,1962,4.19093792,4.886023486,,,,
Japan,JPN,1963,4.371477729,5.09650662,,,,
Japan,JPN,1964,4.420922763,5.154152331,,,,
Japan,JPN,1965,4.722153496,5.505343511,,,,
Japan,JPN,1966,4.777126347,5.569433853,,,,
Japan,JPN,1967,4.830765969,5.631969843,,,,
Japan,JPN,1968,4.768017334,5.558814069,,,,
Japan,JPN,1969,4.670731789,5.445393287,,,,
Japan,JPN,1970,4.90989891,5.724227332,,,5.72,
Japan,JPN,1971,5.132696242,5.983976585,,,,
Japan,JPN,1972,5.547535334,6.467618573,,,,
Japan,JPN,1973,5.729202871,6.679416474,,,,
Japan,JPN,1974,6.936385678,8.086815881,,,,
Japan,JPN,1975,7.992115301,9.317642926,,,,
Japan,JPN,1976,8.611482114,10.03973446,,,,
Japan,JPN,1977,8.946610719,10.43044563,,,,
Japan,JPN,1978,9.623850053,11.22000809,,,,
Japan,JPN,1979,9.933519057,11.58103707,,,,
Japan,JPN,1980,10.244,11.94301265,10.244,,11.94,10.48
Japan,JPN,1985,11.068,,11.068,,,
Japan,JPN,1990,11.107,,11.107,,,11.57
Japan,JPN,1995,14.055,,14.055,,,12.24
Japan,JPN,2000,16.269,,16.269,,,
Japan,JPN,2005,18.152,,18.152,,,
Japan,JPN,2010,22.074,,22.074,,,
Japan,JPN,2013,23.06,,23.06,,,
Japan,JPN,1981,,12.35867152,,,,
Latvia,LVA,1995,0,,0,,,
Latvia,LVA,2000,14.841,,14.841,,,
Latvia,LVA,2005,12.205,,12.205,,,
Latvia,LVA,2010,18.711,,18.711,,,
Latvia,LVA,2013,14.377,,14.377,,,
Latvia,LVA,2014,14.227,,14.227,,,
Latvia,LVA,2015,14.415,,14.415,,,
Latvia,LVA,2016,14.46,,14.46,,,
Luxembourg,LUX,1980,19.222,,19.222,,,
Luxembourg,LUX,1985,18.729,,18.729,,,
Luxembourg,LUX,1990,18.147,,18.147,,,
Luxembourg,LUX,1995,19.685,,19.685,,,
Luxembourg,LUX,2000,18.601,,18.601,,,
Luxembourg,LUX,2005,22.392,,22.392,,,
Luxembourg,LUX,2010,22.91,,22.91,,,
Luxembourg,LUX,2013,23.233,,23.233,,,
Luxembourg,LUX,2014,23.004,,23.004,,,
Luxembourg,LUX,2015,22.184,,22.184,,,
Luxembourg,LUX,2016,21.8,,21.8,,,
Mexico,MEX,1985,1.703,,1.703,,,
Mexico,MEX,1990,3.17,,3.17,,,
Mexico,MEX,1995,4.124,,4.124,,,
Mexico,MEX,2000,4.778,,4.778,,,
Mexico,MEX,2005,6.283,,6.283,,,
Mexico,MEX,2010,7.495,,7.495,,,
Netherlands,NLD,1880,0.29,,,0.29,,
Netherlands,NLD,1890,0.3,,,0.3,,
Netherlands,NLD,1900,0.39,,,0.39,,
Netherlands,NLD,1910,0.39,,,0.39,,
Netherlands,NLD,1920,0.99,,,0.99,,
Netherlands,NLD,1930,1.03,,,1.03,,
Netherlands,NLD,1960,9.604045445,11.70120898,,,11.7,
Netherlands,NLD,1961,10.40763334,12.68027035,,,,
Netherlands,NLD,1962,11.12187603,13.55047688,,,,
Netherlands,NLD,1963,12.81986312,15.61924069,,,,
Netherlands,NLD,1964,12.92968082,15.75303847,,,,
Netherlands,NLD,1965,14.04922895,17.11705395,,,,
Netherlands,NLD,1966,15.21529189,18.53774132,,,,
Netherlands,NLD,1967,16.22932575,19.77320217,,,,
Netherlands,NLD,1968,16.81327998,20.48467011,,,,
Netherlands,NLD,1969,17.64982788,21.50388872,,,,
Netherlands,NLD,1970,18.42703498,22.45080872,,,22.45,
Netherlands,NLD,1971,19.18258854,23.37134685,,,,
Netherlands,NLD,1972,19.96527057,24.32493731,,,,
Netherlands,NLD,1973,20.5507956,25.03831905,,,,
Netherlands,NLD,1974,21.91989118,26.70637379,,,,
Netherlands,NLD,1975,24.26125453,29.55900314,,,,
Netherlands,NLD,1976,24.30077343,29.60715148,,,,
Netherlands,NLD,1977,20.96819799,25.54686648,,,,
Netherlands,NLD,1978,21.83820323,26.60684825,,,,
Netherlands,NLD,1979,22.5536143,27.47847829,,,,
Netherlands,NLD,1980,23.261,28.3403305,23.261,,28.34,26.94
Netherlands,NLD,1985,23.78,,23.78,,,
Netherlands,NLD,1990,23.989,,23.989,,,27.59
Netherlands,NLD,1995,22.339,,22.339,,,25.7
Netherlands,NLD,2000,18.404,,18.404,,,
Netherlands,NLD,2005,20.489,,20.489,,,
Netherlands,NLD,2010,22.087,,22.087,,,
Netherlands,NLD,2013,22.879,,22.879,,,
Netherlands,NLD,2014,22.661,,22.661,,,
Netherlands,NLD,2015,22.313,,22.313,,,
Netherlands,NLD,2016,22.006,,22.006,,,
Netherlands,NLD,1981,,29.07257374,,,,
New Zealand,NZL,1880,0.17,,,0.17,,
New Zealand,NZL,1890,0.39,,,0.39,,
New Zealand,NZL,1900,1.09,,,1.09,,
New Zealand,NZL,1910,1.35,,,1.35,,
New Zealand,NZL,1920,1.84,,,1.84,,
New Zealand,NZL,1930,2.43,,,2.43,,
New Zealand,NZL,1960,11.40733281,10.36615713,,,10.37,
New Zealand,NZL,1961,11.31475973,10.28203343,,,,
New Zealand,NZL,1962,11.57334823,10.51701991,,,,
New Zealand,NZL,1963,11.00763835,10.00294377,,,,
New Zealand,NZL,1964,10.77076614,9.787691481,,,,
New Zealand,NZL,1965,10.55456804,9.591226321,,,,
New Zealand,NZL,1966,10.76277487,9.780429594,,,,
New Zealand,NZL,1967,11.11255642,10.09828571,,,,
New Zealand,NZL,1968,10.85267948,9.862128393,,,,
New Zealand,NZL,1969,10.50059338,9.542178064,,,,
New Zealand,NZL,1970,10.14585955,9.219821674,,,9.22,
New Zealand,NZL,1971,9.966974145,9.057263587,,,,
New Zealand,NZL,1972,11.042047,10.03421186,,,,
New Zealand,NZL,1973,11.57058034,10.51450465,,,,
New Zealand,NZL,1974,12.1741924,11.06302353,,,,
New Zealand,NZL,1975,12.9668692,11.78335075,,,,
New Zealand,NZL,1976,13.35496148,12.13602088,,,,
New Zealand,NZL,1977,15.75486853,14.31688243,,,,
New Zealand,NZL,1978,16.35007378,14.85776182,,,,
New Zealand,NZL,1979,16.19167708,14.71382238,,,,
New Zealand,NZL,1980,16.744,15.21573341,16.744,,15.22,16.22
New Zealand,NZL,1985,17.127,,17.127,,,
New Zealand,NZL,1990,20.535,,20.535,,,22.12
New Zealand,NZL,1995,17.904,,17.904,,,18.64
New Zealand,NZL,2000,18.457,,18.457,,,
New Zealand,NZL,2005,17.809,,17.809,,,
New Zealand,NZL,2010,20.251,,20.251,,,
New Zealand,NZL,2013,19.275,,19.275,,,
New Zealand,NZL,2014,19.371,,19.371,,,
New Zealand,NZL,2015,19.667,,19.667,,,
New Zealand,NZL,1981,,15.23218407,,,,
Norway,NOR,1880,1.07,,,1.07,,
Norway,NOR,1890,0.95,,,0.95,,
Norway,NOR,1900,1.24,,,1.24,,
Norway,NOR,1910,1.18,,,1.18,,
Norway,NOR,1920,1.09,,,1.09,,
Norway,NOR,1930,2.39,,,2.39,,
Norway,NOR,1960,6.030845779,7.852864662,,,7.85,
Norway,NOR,1961,6.224853234,8.105484998,,,,
Norway,NOR,1962,6.779611853,8.827845429,,,,
Norway,NOR,1963,7.106425371,9.253394751,,,,
Norway,NOR,1964,7.330135145,9.54469097,,,,
Norway,NOR,1965,7.797818829,10.15366968,,,,
Norway,NOR,1966,8.597698247,11.19520598,,,,
Norway,NOR,1967,9.164308272,11.93299832,,,,
Norway,NOR,1968,9.670078428,12.59157006,,,,
Norway,NOR,1969,10.32190022,13.44031807,,,,
Norway,NOR,1970,12.38833063,16.13105149,,,16.13,
Norway,NOR,1971,13.36577297,17.40379544,,,,
Norway,NOR,1972,14.33363533,18.66406512,,,,
Norway,NOR,1973,14.65131267,19.07771808,,,,
Norway,NOR,1974,14.32374614,18.65118825,,,,
Norway,NOR,1975,14.97422503,19.49818764,,,,
Norway,NOR,1976,15.53919793,20.23384824,,,,
Norway,NOR,1977,15.91662478,20.72530204,,,,
Norway,NOR,1978,16.71197679,21.76094312,,,,
Norway,NOR,1979,16.92743664,22.04149697,,,,
Norway,NOR,1980,16.121,20.99142241,16.121,,20.99,18.5
Norway,NOR,1985,17.198,,17.198,,,
Norway,NOR,1990,21.55,,21.55,,,26.44
Norway,NOR,1995,22.474,,22.474,,,27.55
Norway,NOR,2000,20.402,,20.402,,,
Norway,NOR,2005,20.749,,20.749,,,
Norway,NOR,2010,21.916,,21.916,,,
Norway,NOR,2013,21.765,,21.765,,,
Norway,NOR,2014,22.448,,22.448,,,
Norway,NOR,2015,23.909,,23.909,,,
Norway,NOR,2016,25.075,,25.075,,,
Norway,NOR,1981,,20.92095291,,,,
Poland,POL,1990,14.592,,14.592,,,
Poland,POL,1995,21.832,,21.832,,,
Poland,POL,2000,20.221,,20.221,,,
Poland,POL,2005,20.878,,20.878,,,
Poland,POL,2010,20.632,,20.632,,,
Poland,POL,2013,19.57,,19.57,,,
Poland,POL,2014,19.489,,19.489,,,
Poland,POL,2015,19.419,,19.419,,,
Poland,POL,2016,20.214,,20.214,,,
Portugal,PRT,1880,0,,,0,,
Portugal,PRT,1890,0,,,0,,
Portugal,PRT,1900,0,,,0,,
Portugal,PRT,1910,0,,,0,,
Portugal,PRT,1920,0,,,0,,
Portugal,PRT,1930,0,,,0,,
Portugal,PRT,1980,9.513,,9.513,,,10.1
Portugal,PRT,1985,9.829,,9.829,,,
Portugal,PRT,1990,12.224,,12.224,,,12.62
Portugal,PRT,1995,16.016,,16.016,,,15.23
Portugal,PRT,2000,18.513,,18.513,,,
Portugal,PRT,2005,22.329,,22.329,,,
Portugal,PRT,2010,24.482,,24.482,,,
Portugal,PRT,2013,25.497,,25.497,,,
Portugal,PRT,2014,24.523,,24.523,,,
Portugal,PRT,2015,24.1,,24.1,,,
Portugal,PRT,2016,24.113,,24.113,,,
Slovakia,SVK,1995,18.403,,18.403,,,
Slovakia,SVK,2000,17.55,,17.55,,,
Slovakia,SVK,2005,15.834,,15.834,,,
Slovakia,SVK,2010,18.051,,18.051,,,
Slovakia,SVK,2013,18.103,,18.103,,,
Slovakia,SVK,2014,19.318,,19.318,,,
Slovakia,SVK,2015,19.408,,19.408,,,
Slovakia,SVK,2016,18.598,,18.598,,,
Slovenia,SVN,1995,5.702,,5.702,,,
Slovenia,SVN,2000,22.372,,22.372,,,
Slovenia,SVN,2005,21.441,,21.441,,,
Slovenia,SVN,2010,23.397,,23.397,,,
Slovenia,SVN,2013,23.978,,23.978,,,
Slovenia,SVN,2014,23.081,,23.081,,,
Slovenia,SVN,2015,22.362,,22.362,,,
Slovenia,SVN,2016,22.834,,22.834,,,
South Korea,KOR,1990,2.682,,2.682,,,
South Korea,KOR,1995,3.071,,3.071,,,
South Korea,KOR,2000,4.525,,4.525,,,
South Korea,KOR,2005,6.115,,6.115,,,
South Korea,KOR,2010,8.283,,8.283,,,
South Korea,KOR,2013,9.332,,9.332,,,
South Korea,KOR,2014,9.718,,9.718,,,
South Korea,KOR,2015,10.108,,10.108,,,
South Korea,KOR,2016,10.359,,10.359,,,
Spain,ESP,1880,0,,,0,,
Spain,ESP,1890,0,,,0,,
Spain,ESP,1900,0,,,0,,
Spain,ESP,1910,0.02,,,0.02,,
Spain,ESP,1920,0.04,,,0.04,,
Spain,ESP,1930,0.07,,,0.07,,
Spain,ESP,1980,14.984,,14.984,,,12.97
Spain,ESP,1985,17.14,,17.14,,,
Spain,ESP,1990,19.196,,19.196,,,17.01
Spain,ESP,1995,20.687,,20.687,,,19.01
Spain,ESP,2000,19.481,,19.481,,,
Spain,ESP,2005,20.407,,20.407,,,
Spain,ESP,2010,25.839,,25.839,,,
Spain,ESP,2013,26.28,,26.28,,,
Spain,ESP,2014,26.069,,26.069,,,
Spain,ESP,2015,25.371,,25.371,,,
Spain,ESP,2016,24.61,,24.61,,,
Sweden,SWE,1880,0.72,,,0.72,,
Sweden,SWE,1890,0.85,,,0.85,,
Sweden,SWE,1900,0.85,,,0.85,,
Sweden,SWE,1910,1.03,,,1.03,,
Sweden,SWE,1920,1.14,,,1.14,,
Sweden,SWE,1930,2.59,,,2.59,,
Sweden,SWE,1960,10.371663,10.826,,,10.83,
Sweden,SWE,1961,10.31828846,10.77,,,,
Sweden,SWE,1962,10.64236657,11.109,,,,
Sweden,SWE,1963,11.87388551,12.394,,,,
Sweden,SWE,1964,11.97488602,12.499,,,,
Sweden,SWE,1965,12.62406682,13.177,,,,
Sweden,SWE,1966,13.45810834,14.048,,,,
Sweden,SWE,1967,14.58088282,15.22,,,,
Sweden,SWE,1968,15.6460699,16.331,,,,
Sweden,SWE,1969,15.81166011,16.504,,,,
Sweden,SWE,1970,16.05500312,16.758,,,16.76,
Sweden,SWE,1971,17.59211005,18.363,,,,
Sweden,SWE,1972,17.60745739,18.379,,,,
Sweden,SWE,1973,17.62963126,18.402,,,,
Sweden,SWE,1974,20.16717138,21.05,,,,
Sweden,SWE,1975,20.2679074,21.156,,,,
Sweden,SWE,1976,21.20627974,22.135,,,,
Sweden,SWE,1977,23.46314589,24.491,,,,
Sweden,SWE,1978,24.13642272,25.194,,,,
Sweden,SWE,1979,24.08259006,25.137,,,,
Sweden,SWE,1980,24.847,25.935,24.847,,25.94,29.78
Sweden,SWE,1985,26.967,,26.967,,,
Sweden,SWE,1990,27.237,,27.237,,,32.18
Sweden,SWE,1995,30.561,,30.561,,,33.01
Sweden,SWE,2000,26.773,,26.773,,,
Sweden,SWE,2005,27.351,,27.351,,,
Sweden,SWE,2010,26.268,,26.268,,,
Sweden,SWE,2013,27.386,,27.386,,,
Sweden,SWE,2014,27.136,,27.136,,,
Sweden,SWE,2015,26.677,,26.677,,,
Sweden,SWE,2016,27.057,,27.057,,,
Switzerland,CHE,1930,1.17,,,1.17,,
Switzerland,CHE,1960,4.32690778,4.91838373,,,4.92,
Switzerland,CHE,1961,4.501247912,5.116555661,,,,
Switzerland,CHE,1962,5.189382161,5.898755899,,,,
Switzerland,CHE,1963,5.004051698,5.68809129,,,,
Switzerland,CHE,1964,5.814888199,6.609766828,,,,
Switzerland,CHE,1965,6.011906288,6.833716727,,,,
Switzerland,CHE,1966,6.218968922,7.069084232,,,,
Switzerland,CHE,1967,6.51146493,7.401563611,,,,
Switzerland,CHE,1968,6.584010153,7.484025559,,,,
Switzerland,CHE,1969,7.720370677,8.775723325,,,,
Switzerland,CHE,1970,7.46759271,8.488391331,,,8.49,
Switzerland,CHE,1971,7.718187241,8.773241419,,,,
Switzerland,CHE,1972,7.760210678,8.821009339,,,,
Switzerland,CHE,1973,9.58543835,10.89574043,,,,
Switzerland,CHE,1974,10.14228203,11.52870305,,,,
Switzerland,CHE,1975,11.93933065,13.57140309,,,,
Switzerland,CHE,1976,12.65016164,14.37940265,,,,
Switzerland,CHE,1977,12.76919976,14.51471294,,,,
Switzerland,CHE,1978,12.7801094,14.52711389,,,,
Switzerland,CHE,1979,12.77455349,14.52079851,,,,
Switzerland,CHE,1980,12.769,,12.769,,14.33,
Switzerland,CHE,1985,13.391,,13.391,,,
Switzerland,CHE,1990,12.126,,12.126,,,
Switzerland,CHE,1995,16.067,,16.067,,,18.87
Switzerland,CHE,2000,16.287,,16.287,,,
Switzerland,CHE,2005,18.426,,18.426,,,
Switzerland,CHE,2010,18.431,,18.431,,,
Switzerland,CHE,2013,19.195,,19.195,,,
Switzerland,CHE,2014,19.275,,19.275,,,
Switzerland,CHE,2015,19.608,,19.608,,,
Switzerland,CHE,2016,19.727,,19.727,,,
Turkey,TUR,1980,3.968,,3.968,,,
Turkey,TUR,1985,3.156,,3.156,,,
Turkey,TUR,1990,5.526,,5.526,,,
Turkey,TUR,1995,5.595,,5.595,,,
Turkey,TUR,2000,7.72,,7.72,,,
Turkey,TUR,2005,10.269,,10.269,,,
Turkey,TUR,2010,12.838,,12.838,,,
Turkey,TUR,2013,13.359,,13.359,,,
Turkey,TUR,2014,13.507,,13.507,,,
United Kingdom,GBR,1880,0.86,,,0.86,,
United Kingdom,GBR,1890,0.83,,,0.83,,
United Kingdom,GBR,1900,1,,,1,,
United Kingdom,GBR,1910,1.38,,,1.38,,
United Kingdom,GBR,1920,1.39,,,1.39,,
United Kingdom,GBR,1930,2.24,,,2.24,,
United Kingdom,GBR,1960,9.695266922,10.21369351,,,10.21,
United Kingdom,GBR,1961,9.937712696,10.46910338,,,,
United Kingdom,GBR,1962,10.12661549,10.6681072,,,,
United Kingdom,GBR,1963,10.61938825,11.18722958,,,,
United Kingdom,GBR,1964,10.44189031,11.00024044,,,,
United Kingdom,GBR,1965,11.0674075,11.65920537,,,,
United Kingdom,GBR,1966,11.28180096,11.88506291,,,,
United Kingdom,GBR,1967,11.91708486,12.55431679,,,,
United Kingdom,GBR,1968,12.38000025,13.04198526,,,,
United Kingdom,GBR,1969,12.37416384,13.03583676,,,,
United Kingdom,GBR,1970,12.529809,13.19980459,,,13.2,
United Kingdom,GBR,1971,12.4057028,13.06906217,,,,
United Kingdom,GBR,1972,13.17844005,13.88311934,,,,
United Kingdom,GBR,1973,12.79034068,13.47426747,,,,
United Kingdom,GBR,1974,14.16077486,14.91798168,,,,
United Kingdom,GBR,1975,14.83580065,15.62910253,,,,
United Kingdom,GBR,1976,15.37234632,16.19433845,,,,
United Kingdom,GBR,1977,15.31771467,16.13678553,,,,
United Kingdom,GBR,1978,15.62650275,16.46208517,,,,
United Kingdom,GBR,1979,15.5457689,16.3770343,,,,
United Kingdom,GBR,1980,15.587,16.42047012,15.587,,16.42,16.94
United Kingdom,GBR,1985,18.181,,18.181,,,
United Kingdom,GBR,1990,15.244,,15.244,,,18.05
United Kingdom,GBR,1995,18.333,,18.333,,,22.52
United Kingdom,GBR,2000,17.706,,17.706,,,
United Kingdom,GBR,2005,19.408,,19.408,,,
United Kingdom,GBR,2010,22.785,,22.785,,,
United Kingdom,GBR,2013,21.874,,21.874,,,
United Kingdom,GBR,2014,21.58,,21.58,,,
United Kingdom,GBR,2015,21.502,,21.502,,,
United Kingdom,GBR,2016,21.493,,21.493,,,
United Kingdom,GBR,1981,,17.81786521,,,,
United States,USA,1880,0.29,,,0.29,,
United States,USA,1890,0.45,,,0.45,,
United States,USA,1900,0.55,,,0.55,,
United States,USA,1910,0.56,,,0.56,,
United States,USA,1920,0.7,,,0.7,,
United States,USA,1930,0.56,,,0.56,,
United States,USA,1960,6.20326758,7.263012072,,,7.26,
United States,USA,1961,6.773312467,7.930441429,,,,
United States,USA,1962,6.820596257,7.985803017,,,,
United States,USA,1963,6.793083473,7.953590045,,,,
United States,USA,1964,6.705333856,7.850849591,,,,
United States,USA,1965,6.710177303,7.856520476,,,,
United States,USA,1966,6.822748309,7.988322718,,,,
United States,USA,1967,7.499537809,8.780732564,,,,
United States,USA,1968,7.870623424,9.215213145,,,,
United States,USA,1969,7.964243733,9.32482722,,,,
United States,USA,1970,8.863118903,10.37726307,,,10.38,
United States,USA,1971,9.581854501,11.21878494,,,,
United States,USA,1972,9.727942847,11.38983051,,,,
United States,USA,1973,9.922069919,11.61712157,,,,
United States,USA,1974,10.89176915,12.75248082,,,,
United States,USA,1975,12.3828651,14.49831037,,,,
United States,USA,1976,12.23132896,14.32088634,,,,
United States,USA,1977,12.00061609,14.05075929,,,,
United States,USA,1978,11.6358021,13.62362175,,,,
United States,USA,1979,11.78846715,13.80236756,,,,
United States,USA,1980,12.836,15.02885725,12.836,,15.03,11.43
United States,USA,1985,12.837,,12.837,,,
United States,USA,1990,13.167,,13.167,,,11.68
United States,USA,1995,15.057,,15.057,,,13.67
United States,USA,2000,14.25,,14.25,,,
United States,USA,2005,15.649,,15.649,,,
United States,USA,2010,19.346,,19.346,,,
United States,USA,2013,18.816,,18.816,,,
United States,USA,2014,18.813,,18.813,,,
United States,USA,2015,18.954,,18.954,,,
United States,USA,2016,19.321,,19.321,,,
United States,USA,1981,,15.24728094,,,,